Date,Open,High,Low,Close,Volume
1980-02-08,2.416,2.416,2.3838,2.3918,931410
1980-02-11,2.3918,2.416,2.3677,2.3918,1465200
1980-02-12,2.3918,2.5378,2.3838,2.5297,3277702
1980-02-13,2.5297,2.6027,2.3838,2.5781,3357624
1980-02-14,2.5781,2.5944,2.5378,2.5539,2221967
1980-02-15,2.5703,2.5703,2.5134,2.546,1591494
1980-02-19,2.5378,2.5378,2.5134,2.5216,981730
1980-02-20,2.5216,2.5781,2.5134,2.5623,1616158
1980-02-21,2.5623,2.5781,2.5216,2.5216,1712849
1980-02-22,2.5216,2.546,2.5055,2.5297,788348
1980-02-25,2.5297,2.5378,2.5134,2.5134,1547095
1980-02-26,2.5134,2.5134,2.4811,2.4972,1115919
1980-02-27,2.489,2.489,2.4245,2.4245,2911645
1980-02-28,2.4245,2.4487,2.416,2.416,2292021
1980-02-29,2.4245,2.4323,2.4245,2.4245,1104080
1980-03-03,2.4245,2.4487,2.4001,2.416,778475
1980-03-04,2.4082,2.4082,2.3918,2.4001,980746
1980-03-05,2.4001,2.4082,2.3024,2.3111,1463225
1980-03-06,2.3111,2.3189,2.2621,2.2785,1884530
1980-03-07,2.2785,2.3433,2.2297,2.3024,1780932
1980-03-10,2.3024,2.3515,2.2863,2.3515,888986
1980-03-11,2.3515,2.3755,2.3515,2.3515,1187945
1980-03-12,2.3515,2.3677,2.2863,2.3189,1137623
1980-03-13,2.3189,2.3272,2.2949,2.3111,704481
1980-03-14,2.3111,2.3433,2.3024,2.3189,1441514
1980-03-17,2.3189,2.3433,2.2949,2.3189,1022183
1980-03-18,2.3189,2.3755,2.3024,2.3592,1321145
1980-03-19,2.3592,2.3918,2.3272,2.3352,1744421
1980-03-20,2.3352,2.3433,2.3111,2.3272,526880
1980-03-21,2.3111,2.3111,2.2541,2.2785,1489863
1980-03-24,2.2785,2.2785,2.2458,2.2458,929439
1980-03-25,2.2541,2.3111,2.2541,2.2863,888002
1980-03-26,2.2949,2.3592,2.2949,2.3111,846555
1980-03-27,2.3111,2.3433,2.3024,2.3272,1159333
1980-03-28,2.3272,2.416,2.3272,2.4082,1216557
1980-03-31,2.4082,2.4245,2.3755,2.416,896877
1980-04-01,2.416,2.4245,2.3918,2.4001,691653
1980-04-02,2.416,2.4729,2.416,2.4245,949173
1980-04-03,2.4245,2.4245,2.3755,2.4001,679810
1980-04-07,2.3918,2.3918,2.3433,2.3515,791308
1980-04-08,2.3515,2.4487,2.3352,2.4405,807093
1980-04-09,2.4405,2.5216,2.4405,2.4487,1636877
1980-04-10,2.4565,2.5055,2.4565,2.4649,929439
1980-04-11,2.4649,2.4729,2.4245,2.4245,654161
1980-04-14,2.4245,2.4487,2.4001,2.4245,622584
1980-04-15,2.4245,2.4405,2.4001,2.4245,855437
1980-04-16,2.4245,2.4487,2.3838,2.416,825838
1980-04-17,2.4001,2.4001,2.3755,2.3918,815971
1980-04-18,2.3838,2.3838,2.3677,2.3838,653174
1980-04-21,2.3755,2.3755,2.3189,2.3433,1087305
1980-04-22,2.4082,2.4729,2.4082,2.4729,3160290
1980-04-23,2.4729,2.4972,2.4405,2.4649,1500717
1980-04-24,2.4649,2.5297,2.4487,2.489,1045864
1980-04-25,2.489,2.5378,2.489,2.5134,506161
1980-04-28,2.5623,2.6189,2.5623,2.5865,1363570
1980-04-29,2.5865,2.6027,2.5703,2.5703,726188
1980-04-30,2.5703,2.5944,2.5378,2.5623,1011335
1980-05-01,2.5623,2.5944,2.5378,2.546,1442504
1980-05-02,2.546,2.5944,2.5378,2.5865,825838
1980-05-05,2.5865,2.6351,2.5703,2.6351,1188933
1980-05-06,2.6351,2.6351,2.5781,2.5865,865301
1980-05-07,2.5865,2.6271,2.5781,2.6108,900823
1980-05-08,2.6108,2.6271,2.5944,2.6027,787356
1980-05-09,2.6027,2.6108,2.5781,2.5781,492345
1980-05-12,2.5781,2.6108,2.5623,2.5865,679810
1980-05-13,2.5865,2.6434,2.5781,2.6434,841627
1980-05-14,2.6434,2.6678,2.6434,2.6513,1284641
1980-05-15,2.6513,2.6678,2.6351,2.6596,830773
1980-05-16,2.6596,2.7001,2.6434,2.6837,987649
1980-05-19,2.7001,2.7001,2.6837,2.6918,441044
1980-05-20,2.6918,2.7001,2.6837,2.7001,831758
1980-05-21,2.7001,2.7001,2.6596,2.6837,738026
1980-05-22,2.6837,2.7166,2.6678,2.7001,766637
1980-05-23,2.7001,2.7567,2.7001,2.7244,1904262
1980-05-27,2.7244,2.7485,2.7166,2.7244,981730
1980-05-28,2.7244,2.765,2.7001,2.7081,1576690
1980-05-29,2.7081,2.7166,2.6837,2.7001,678826
1980-05-30,2.6756,2.6756,2.6351,2.6678,791308
1980-06-02,2.6678,2.6756,2.6351,2.6434,680799
1980-06-03,2.6434,2.6678,2.6351,2.6513,722236
1980-06-04,2.6513,2.6918,2.6434,2.6837,803145
1980-06-05,2.6837,2.7324,2.6756,2.6918,1456320
1980-06-06,2.7001,2.7485,2.7001,2.7485,904774
1980-06-09,2.7485,2.765,2.7166,2.7244,507149
1980-06-10,2.7244,2.7485,2.7244,2.7244,824852
1980-06-11,2.7244,2.7485,2.7001,2.7166,1035999
1980-06-12,2.7166,2.7324,2.6596,2.7001,1072504
1980-06-13,2.7001,2.7081,2.6837,2.7001,753814
1980-06-16,2.7001,2.7166,2.7001,2.7166,849518
1980-06-17,2.7166,2.773,2.7001,2.7324,1224455
1980-06-18,2.7244,2.7244,2.6918,2.7244,720266
1980-06-19,2.7244,2.7324,2.6513,2.6513,489387
1980-06-20,2.6513,2.6678,2.6434,2.6596,620611
1980-06-23,2.6513,2.6513,2.6189,2.6189,578183
1980-06-24,2.6189,2.6513,2.6108,2.6434,472615
1980-06-25,2.6434,2.6837,2.6271,2.6513,550556
1980-06-26,2.6513,2.6756,2.6434,2.6513,1116903
1980-06-27,2.6513,2.6678,2.6271,2.6434,299946
1980-06-30,2.6434,2.6434,2.6108,2.6108,561414
1980-07-01,2.6108,2.6513,2.6027,2.6189,1648721
1980-07-02,2.6189,2.6271,2.5781,2.6027,1414878
1980-07-03,2.6027,2.6434,2.5944,2.6351,734081
1980-07-07,2.6351,2.6513,2.6271,2.6513,1436587
1980-07-08,2.6513,2.6756,2.6513,2.6513,883065
1980-07-09,2.6513,2.7244,2.6513,2.6678,1542156
1980-07-10,2.6678,2.7001,2.6678,2.6756,701516
1980-07-11,2.6678,2.6678,2.6271,2.6678,1059678
1980-07-14,2.6678,2.7567,2.6513,2.7567,939309
1980-07-15,2.7567,2.7975,2.7567,2.7567,1214587
1980-07-16,2.7567,2.8216,2.7567,2.7567,1001468
1980-07-17,2.7567,2.8297,2.7567,2.8297,944242
1980-07-18,2.8297,2.8864,2.8216,2.838,1193865
1980-07-21,2.8297,2.8297,2.773,2.7891,504185
1980-07-22,2.7891,2.8297,2.7811,2.8054,491357
1980-07-23,2.7975,2.7975,2.7567,2.7811,892933
1980-07-24,2.7811,2.7891,2.7324,2.7408,747892
1980-07-25,2.7408,2.7408,2.6918,2.6918,916611
1980-07-28,2.6918,2.7567,2.6837,2.7408,798212
1980-07-29,2.7408,2.8216,2.7408,2.8054,915625
1980-07-30,2.8297,2.9189,2.8297,2.9028,2777464
1980-07-31,2.8947,2.8947,2.8543,2.8864,1403039
1980-08-01,2.8864,2.8947,2.838,2.8459,1215570
1980-08-04,2.8459,2.8864,2.838,2.8621,827813
1980-08-05,2.8621,2.8864,2.8543,2.8784,1239252
1980-08-06,2.8784,2.8947,2.8621,2.8864,648236
1980-08-07,2.8864,2.9433,2.8784,2.9433,1561891
1980-08-08,2.9433,2.9837,2.911,2.9189,980746
1980-08-11,2.9189,2.9189,2.8864,2.9028,2226903
1980-08-12,2.9028,2.9189,2.8621,2.8621,956078
1980-08-13,2.8621,2.8784,2.838,2.838,1061652
1980-08-14,2.838,2.9028,2.838,2.8947,736053
1980-08-15,2.8947,2.9514,2.8947,2.9514,1041918
1980-08-18,2.9758,2.9758,2.911,2.9269,929439
1980-08-19,2.9269,2.9433,2.9028,2.9028,761705
1980-08-20,2.9028,2.9514,2.8947,2.9269,653174
1980-08-21,2.9433,2.9674,2.9433,2.9433,696583
1980-08-22,2.9514,3,2.9514,2.9514,848533
1980-08-25,2.935,2.935,2.8947,2.935,868262
1980-08-26,2.935,2.9514,2.9269,2.9433,649228
1980-08-27,2.9433,2.9597,2.9028,2.9189,817946
1980-08-28,2.911,2.911,2.8702,2.8784,1036983
1980-08-29,2.8784,2.8864,2.8702,2.8784,1037972
1980-09-02,2.8784,2.8864,2.8702,2.8784,341386
1980-09-03,2.8864,2.935,2.8864,2.935,1112958
1980-09-04,2.935,2.9758,2.9189,2.9514,1101116
1980-09-05,2.9189,2.9189,2.8864,2.8864,1011335
1980-09-08,2.8864,2.8947,2.838,2.838,760720
1980-09-09,2.838,2.838,2.7811,2.8216,1931890
1980-09-10,2.8216,2.9028,2.8216,2.8702,1094209
1980-09-11,2.8864,2.9433,2.8864,2.9433,444990
1980-09-12,2.9433,2.9674,2.9189,2.9189,521946
1980-09-15,2.9189,2.9433,2.8784,2.8947,424266
1980-09-16,2.911,2.9514,2.911,2.9433,1390210
1980-09-17,2.9433,3.0242,2.9433,3,1855916
1980-09-18,3.008,3.0568,3.008,3.0326,1614179
1980-09-19,3.0326,3.0894,3.0163,3.0894,1921038
1980-09-22,3.0894,3.1299,3.0568,3.1056,1097176
1980-09-23,3.1056,3.1215,3.0326,3.0326,1732580
1980-09-24,3.0326,3.0646,2.9916,3.0242,708427
1980-09-25,3.0242,3.0568,3.0163,3.0242,658105
1980-09-26,3,3,2.9674,2.9758,2441009
1980-09-29,2.9758,2.9758,2.9189,2.935,1024160
1980-09-30,2.935,2.9758,2.9189,2.9674,1140583
1980-10-01,2.9514,2.9514,2.9028,2.9433,1227415
1980-10-02,2.9433,2.9514,2.8947,2.9189,790325
1980-10-03,2.9189,2.9433,2.8947,2.935,1359624
1980-10-06,2.935,2.9433,2.9189,2.9189,1266878
1980-10-07,2.9189,2.9189,2.8459,2.8621,1873678
1980-10-08,2.8621,2.8621,2.838,2.838,853465
1980-10-09,2.838,2.8459,2.773,2.7811,1508609
1980-10-10,2.7811,2.8054,2.7567,2.7567,1168212
1980-10-13,2.7567,2.8297,2.7567,2.8297,399597
